identifier	gene_symbol	chromosome	status	n_obs	molecular_weight	gravy	pI	rna_detected_percent	highest_tpm	description	learned_canonical_prob
AT1G51190.1	PLET2	1	canonical	18.0	62.23231510000021	-0.6846830985915485	6.336035728454591	54.1	145.2198	Integrase-type DNA-binding superfamily protein	0.6123743814103595
AT1G51200.1	SAP2	1	canonical	11.0	18.4288346	-0.2653179190751447	7.990292167663575	100.0	1939.6831	A20/AN1-like zinc finger family protein	0.9628539830773296
AT1G51250.1	Q9SYC7	1	canonical	15.0	16.6180398	-0.4366906474820143	9.192756462097169	11.21	3204.1321	Plant self-incompatibility protein S1 family	0.6823530632624709
AT1G51260.1	LPAT3	1	canonical	10.0	43.43469290000005	0.304521276595744	8.936494636535649	45.04	100.5267	lysophosphatidyl acyltransferase 3	0.6761119564272022
AT1G51270.1	VAP14	1	canonical	4.0	64.40630770000024	-0.178984238178634	5.384835243225097	89.44	251.3982	vesicle-associated protein 1-4	0.964827506780431
AT1G51300.3	A0A1P8AUY3	1	canonical	12.0	29.52847560000003	-0.1322222222222222	8.586495780944826	16.62	174.4562	alpha/beta-Hydrolases superfamily protein	0.5605909784981155
AT1G51310.1	F4I824	1	canonical	14.0	55.82092130000008	-0.2378269617706241	6.206556510925293	99.96	61.8963	tRNA (5-methylaminomethyl-2-thiouridylate)-methyltransferase	0.981759572473241
AT1G51340.2	DTX42	1	canonical	3.0	55.37326850000014	0.6190291262135932	8.399795341491703	96.74	113.1868	MATE efflux family protein	0.8099577682582311
AT1G51350.1	Q8RWE7	1	canonical	24.0	72.39223390000029	0.0334834834834834	5.394838905334471	100.0	52.4056	ARM repeat superfamily protein	0.9848383889234772
AT1G51360.1	DABB1	1	canonical	23.0	23.6514947	-0.2295238095238094	4.701516914367674	99.93	151.0023	dimeric A/B barrel domainS-protein 1	0.9425315277527807
AT1G51380.1	RH34	1	canonical	40.0	44.356599400000064	-0.3392857142857144	8.112008476257323	99.65	149.4032	DEA(D/H)-box RNA helicase family protein	0.9242051041482106
AT1G51390.1	NIFU5	1	canonical	26.0	29.97136640000001	-0.1814545454545454	4.873966407775878	99.96	98.0487	NFU domain protein 5	0.9498444154777731
AT1G51400.1	Q9SYE2	1	canonical	13.0	11.361079999999989	-0.2896226415094338	9.817132759094235	81.39	1125.5055	Photosystem II 5 kD protein	0.33142840944031
AT1G51405.1	F4I9I6	1	canonical	5.0	56.21137580000013	-0.9644763860369604	9.48350887298584	99.49	44.7766	myosin-like protein	0.7979106112835191
AT1G51410.1	Q4PSZ5	1	canonical	33.0	35.91861910000001	-0.0769230769230768	5.307875251770019	36.59	163.1462	NAD(P)-binding Rossmann-fold superfamily protein	0.7107140867589543
AT1G51420.1	SPP1	1	canonical	33.0	47.84558940000007	-0.540189125295509	5.798907279968262	78.14	479.8628	sucrose-phosphatase 1	0.8967119851801267
AT1G51440.1	PLA17	1	canonical	13.0	60.32035370000006	-0.5351043643263754	6.176716041564941	91.94	146.249	alpha/beta-Hydrolases superfamily protein	0.9337541218151886
AT1G51450.1	TRO	1	canonical	46.0	55.50588760000005	-0.6263261296660115	4.523269844055175	100.0	80.4879	TRAUCO	0.9751861696948392
AT1G51460.1	AB13G	1	canonical	27.0	75.21953050000035	0.1727138643067848	8.802271461486818	93.85	203.9732	ABC-2 type transporter family protein	0.977138496898482
AT1G51470.1	BGL35	1	canonical	72.0	57.46752470000004	-0.2882583170254408	8.334488868713382	49.66	6930.0334	beta glucosidase 35	0.886324269089919
AT1G51500.1	AB12G	1	canonical	41.0	76.4497912000004	0.1046579330422123	9.327946662902832	99.33	644.8532	ABC-2 type transporter family protein	0.9899588467475383
AT1G51510.1	Y14	1	canonical	44.0	22.438178099999995	-1.0188118811881195	5.212783622741698	100.0	1374.3533	RNA-binding (RRM/RBD/RNP motifs) family protein	0.9750278956969348
AT1G51520.1	Q9C8K4	1	canonical	6.0	46.87072490000002	-0.6683574879227053	6.101120185852049	94.66	76.0728	RNA-binding (RRM/RBD/RNP motifs) family protein	0.7572337205893207
AT1G51538.1	F4I9K2	1	canonical	11.0	79.93673630000039	-0.6143678160919537	7.615026664733888	82.99	19.4106	Aminotransferase-like%2C plant mobile domain family protein	0.8021440160509449
AT1G51540.1	Q84VX7	1	canonical	23.0	46.74660000000002	-0.2848192771084338	9.34793186187744	99.77	108.1016	Galactose oxidase/kelch repeat superfamily protein	0.911000271242306
AT1G51550.1	FBK21	1	canonical	12.0	53.16686640000009	-0.2322175732217576	5.928557014465332	99.89	70.5089	Kelch repeat-containing F-box family protein	0.971804720287006
AT1G51560.1	Q9C8K8	1	canonical	30.0	43.58198860000002	-0.3012755102040822	6.401627922058106	99.96	125.1665	Pyridoxamine 5'-phosphate oxidase family protein	0.9813539380741819
AT1G51570.1	FTIP4	1	canonical	133.0	89.15333050000037	-0.2346649484536075	9.13222064971924	99.98	307.0918	Calcium-dependent lipid-binding (CaLB domain) plant phosphoribosyltransferase family protein	0.997768073177921
AT1G51580.1	Q9C553	1	canonical	36.0	67.11425760000013	-0.3628019323671493	5.740760993957521	100.0	166.3141	RNA-binding KH domain-containing protein	0.9962825507416019
AT1G51590.1	MNS1	1	canonical	41.0	63.53143080000009	-0.4094642857142855	6.121127510070799	100.0	118.0287	alpha-mannosidase 1	0.9932591027091014
AT1G51600.1	GAT28	1	canonical	8.0	33.12946170000003	-0.7572847682119203	6.671158409118653	100.0	77.4331	ZIM-LIKE 2	0.9667274253710652
AT1G51610.1	MTPC4	1	canonical	22.0	50.10362680000007	-0.0142231947483588	7.244550132751466	99.96	151.7982	Cation efflux family protein	0.9827177062687855
AT1G51630.1	MSR2	1	canonical	55.0	47.14163520000001	-0.1614657210401892	6.435503959655762	100.0	1236.0643	O-fucosyltransferase family protein	0.9890838858226608
AT1G51650.1	ATP5E	1	canonical	39.0	7.8319459	-0.3728571428571429	9.38932056427002	100.0	931.3466	ATP synthase epsilon chain	0.9072744546348142
AT1G51660.1	M2K4	1	canonical	24.0	40.1162384000001	-0.3814207650273225	9.462427711486818	100.0	406.1728	mitogen-activated protein kinase kinase 4	0.9789381092913287
AT1G51680.1	4CL1	1	canonical	66.0	61.05260700000012	0.0183600713012477	5.250069999694824	99.89	2059.6039	4-coumarate:CoA ligase 1	0.9905363173138321
AT1G51690.5	A0A1P8AUA0	1	canonical	56.0	68.0655368000003	-0.3926229508196719	5.528240013122558	100.0	790.4199	protein phosphatase 2A 55 kDa regulatory subunit B alpha isoform	0.9969178346544433
AT1G51700.1	DOF17	1	canonical	8.0	21.682050099999987	-0.9628865979381448	8.964860725402833	99.88	577.6442	DOF zinc finger protein 1	0.9487623893125824
AT1G51710.1	UBP6	1	canonical	103.0	53.69529690000007	-0.4692946058091291	5.822381782531737	100.0	231.3809	ubiquitin-specific protease 6	0.9907797836527059
AT1G51720.1	F4I9M9	1	canonical	40.0	70.93476680000028	-0.4262166405023541	6.284482765197754	99.98	53.8306	Amino acid dehydrogenase family protein	0.9927337048930507
AT1G51730.1	Q9C8I1	1	canonical	28.0	28.705181300000007	-0.6642857142857147	4.1422212600708	100.0	302.2302	Ubiquitin-conjugating enzyme family protein	0.9670730574220312
AT1G51740.1	SYP81	1	canonical	14.0	35.57298510000005	-0.4548387096774189	6.275615882873535	99.98	48.0045	syntaxin of plants 81	0.9639216354244672
AT1G51745.1		1	canonical	33.0	69.46389550000028	-0.7617322834645666	8.733934974670408	99.96	241.4044	Tudor/PWWP/MBT superfamily protein	0.9911684175479278
AT1G51760.1	ILL4	1	canonical	62.0	48.26290380000011	-0.0674999999999999	6.253164482116699	100.0	2002.1554	peptidase M20/M25/M40 family protein	0.9887301546259334
AT1G51770.1	Q1G300	1	canonical	15.0	46.85668200000003	-0.183251231527094	9.078196144104004	74.3	46.9103	Core-2/I-branching beta-1%2C6-N-acetylglucosaminyltransferase family protein	0.5711094395709135
AT1G51790.2	A0A178WLG7	1	canonical	31.0	103.52919640000076	-0.2192719486081371	6.108452415466308	90.41	210.1147	Leucine-rich repeat protein kinase family protein	0.9763844062810155
AT1G51800.1	IOS1	1	canonical	43.0	99.6374500000006	-0.1814317673378079	5.821188163757324	92.44	897.7055	Leucine-rich repeat protein kinase family protein	0.9799736243746845
AT1G51805.1	F4IB63	1	canonical	56.0	98.07451720000054	-0.1677601809954756	5.3764799118042	93.65	510.6579	Leucine-rich repeat protein kinase family protein	0.9797979988770146
AT1G51820.1	Y5182	1	canonical	23.0	98.09705780000048	-0.1401129943502826	6.466253852844238	82.16	322.3237	Leucine-rich repeat protein kinase family protein	0.967565641740802
AT1G51830.1	Q9FZB6	1	canonical	42.0	76.63129840000023	-0.1668109668109669	5.427635002136229	74.78	508.5679	Leucine-rich repeat protein kinase family protein	0.9394874642068509
AT1G51840.1	F4IB68	1	canonical	13.0	23.56877090000002	-0.1444444444444444	9.029135704040527	54.27	349.2785	kinase-like protein	0.7774557610140471
AT1G51850.2	A0A1P8AVQ6	1	canonical	55.0	98.3288909000005	-0.2248587570621471	5.867625617980956	91.89	368.5692	Leucine-rich repeat protein kinase family protein	0.9788831957605043
AT1G51860.1	Y1518	1	canonical	31.0	99.23274040000052	-0.1922471910112362	5.900876426696779	82.81	306.2718	Leucine-rich repeat protein kinase family protein	0.9674778910406086
AT1G51870.1	F4IB71	1	canonical	19.0	93.16390660000044	-0.2041816009557948	5.794019126892089	44.37	34.4831	protein kinase family protein	0.6287930118269766
AT1G51880.1	Y5188	1	canonical	20.0	97.28257490000044	-0.2383027522935782	6.261121940612793	46.85	56.1518	root hair specific 6	0.8947833974597151
AT1G51890.1	Y5189	1	canonical	36.0	98.56164770000042	-0.2523972602739727	6.076849937438964	85.39	342.9558	Leucine-rich repeat protein kinase family protein	0.9730641332429707
AT1G51940.1	LYK3	1	canonical	19.0	71.4438316000003	-0.0043010752688171	5.908492851257324	99.91	124.8226	protein kinase family protein / peptidoglycan-binding LysM domain-containing protein	0.9925949498553311
AT1G51950.1	IAA18	1	canonical	9.0	29.897571899999992	-0.7835205992509365	9.255226325988769	99.96	320.2532	indole-3-acetic acid inducible 18	0.9620506620886232
AT1G51965.1	A0A2H1ZED3	1	canonical	24.0	74.23411290000027	-0.1859111791730475	8.5854642868042	99.95	119.9938	ABA Overly-Sensitive 5	0.9901107021312022
AT1G51980.1	MPPA1	1	canonical	248.0	54.40135680000012	-0.1264413518886681	5.939413261413574	100.0	382.8075	Insulinase (Peptidase family M16) protein	0.9924449872556133
AT1G52000.1	JAL5	1	canonical	73.0	73.93804530000028	-0.7357534246575325	5.021293067932128	93.65	2550.7159	Mannose-binding lectin superfamily protein	0.9771104939885661
AT1G52030.1	JAL6	1	canonical	176.0	68.84842240000027	-0.3289719626168225	6.308355140686037	87.4	3105.8063	myrosinase-binding protein 2	0.9764024316876552
AT1G52040.1	JAL7	1	canonical	130.0	50.16608780000003	-0.414935064935065	5.373410606384279	89.35	1757.8909	myrosinase-binding protein 1	0.9311796744107044
AT1G52050.1	JAL8	1	canonical	17.0	34.64535960000002	-0.2667731629392973	5.624979972839356	49.64	5533.5129	Mannose-binding lectin superfamily protein	0.9066201927353759
AT1G52060.1	JAL9	1	canonical	28.0	34.15985640000002	-0.2095541401273886	5.30889835357666	47.79	26293.7659	Mannose-binding lectin superfamily protein	0.9186687268410574
AT1G52070.1	JAL10	1	canonical	36.0	34.04490380000003	-0.1323809523809521	5.302191352844238	50.93	32621.4783	Mannose-binding lectin superfamily protein	0.9258446088613489
AT1G52080.1	Q9SAU9	1	canonical	23.0	66.29141480000027	-0.8095986038394397	5.887121391296386	99.96	82.9798	actin binding protein family	0.9867885668346216
AT1G52100.1	JAL11	1	canonical	82.0	47.6571216	-0.3402745995423341	7.233352851867676	74.02	1028.3867	Mannose-binding lectin superfamily protein	0.9058332732654726
AT1G52120.1	JAL12	1	canonical	20.0	50.90800860000003	-0.5400871459694984	5.12309169769287	50.47	470.5207	Mannose-binding lectin superfamily protein	0.9265074817431499
AT1G52130.1	JAL13	1	canonical	34.0	53.56815670000002	-0.4501035196687376	5.400352287292479	34.83	272.0408	Mannose-binding lectin superfamily protein	0.8159729489564057
AT1G52140.1	Q9ZU12	1	canonical	5.0	23.16518849999999	-0.4038461538461543	9.723202323913572	98.18	187.844	Avr9/Cf-9 rapidly elicited protein	0.6341895888577189
AT1G52150.1	ATB15	1	canonical	28.0	91.70016720000062	-0.1022727272727274	6.003925514221191	99.93	481.0819	Homeobox-leucine zipper family protein / lipid-binding START domain-containing protein	0.9970028128971509
AT1G52160.1	RNZ3	1	canonical	59.0	98.63871820000072	-0.1961797752808985	6.275786399841309	99.95	81.6871	tRNAse Z3	0.9958335462452913
AT1G52190.1	PTR6	1	canonical	30.0	66.90305470000023	0.2406919275123554	8.970662879943852	99.12	636.582	Major facilitator superfamily protein	0.9824063516831041
AT1G52200.1	PCR8	1	canonical	14.0	21.178953300000003	-0.373684210526316	5.693755149841309	92.47	1281.2564	PLAC8 family protein	0.8488975720061456
AT1G52220.1	CUT1C	1	canonical	10.0	16.94539229999999	0.2064102564102563	9.001930046081544	99.08	1461.6572	CURVATURE THYLAKOID protein	0.8626891404250409
AT1G52230.1	PSAH2	1	canonical	71.0	15.273365099999983	-0.1068965517241378	9.89939441680908	98.8	5940.0942	photosystem I subunit H2	0.7622945521639369
AT1G52240.1	ROGFB	1	canonical	24.0	61.65456810000019	-0.5679558011049721	5.6674955368042	96.77	236.0093	rop guanine nucleotide exchange factor-like protein	0.9625528456418372
AT1G52260.1	PDI15	1	canonical	34.0	60.15703810000013	-0.1472998137802607	4.992248344421386	99.93	96.1199	PDI-like 1-5	0.9837599221839478
AT1G52280.1	RAG3D	1	canonical	31.0	23.0687584	-0.3859223300970874	5.207156562805174	99.96	205.7241	RAB GTPase homolog G3D	0.9563021839416885
AT1G52290.1	PEK15	1	canonical	34.0	55.65795310000016	-0.4245579567779964	5.888940238952636	98.91	109.5286	Protein kinase superfamily protein	0.9190045703263853
AT1G52300.1	RL372	1	canonical	29.0	10.840468099999988	-1.0473684210526315	11.86413288116455	100.0	4998.7699	Zinc-binding ribosomal protein family protein	0.8005160319214167
AT1G52310.1	Y1523	1	canonical	11.0	61.82059240000006	-0.1682971014492754	9.464103889465337	99.98	116.4586	protein kinase family protein / C-type lectin domain-containing protein	0.9794589887181159
AT1G52315.1	F4ICV8	1	canonical	6.0	40.00325660000006	-0.6386167146974063	9.24478244781494	98.71	121.8136	Regulator of Vps4 activity in the MVB pathway protein	0.789739690544804
AT1G52320.2	Q9C824	1	canonical	52.0	90.4540041000003	-0.8864661654135325	5.67630558013916	100.0	86.3627	kinesin-like protein	0.9970265062454111
AT1G52330.1	Q9C825	1	canonical	3.0	23.647879899999992	0.1177570093457943	6.11203327178955	89.88	191.1717	Late embryogenesis abundant (LEA) hydroxyproline-rich glycoprotein family	0.6618879685867181
AT1G52340.1	ABA2	1	canonical	27.0	30.27208840000001	0.1126315789473683	5.841650199890137	99.98	162.0807	NAD(P)-binding Rossmann-fold superfamily protein	0.9738754699582532
AT1G52343.1	F4ICW8	1	canonical	12.0	27.913474800000028	-0.3710843373493979	8.431062507629395	59.09	63.1218	transmembrane protein	0.317014212410976
AT1G52360.1	COB22	1	canonical	163.0	104.46548710000069	-0.3141468682505397	4.838385200500488	100.0	206.3967	Coatomer%2C beta' subunit	0.9979333533441486
AT1G52370.1	Q56W16	1	canonical	29.0	30.156458500000035	-0.4966542750929376	10.597393608093263	99.98	64.8105	Ribosomal protein L22p/L17e family protein	0.9016855993818184
AT1G52380.1	NU50A	1	canonical	106.0	46.59171820000002	-0.6872727272727268	4.811443519592285	100.0	295.391	NUP50 (Nucleoporin 50 kDa) protein	0.976567279839515
AT1G52400.1	BGL18	1	canonical	291.0	60.45853420000004	-0.5096590909090912	6.744537544250489	98.06	8847.0651	beta glucosidase 18	0.9728324034122832
AT1G52410.2	TSA1	1	canonical	250.0	84.37475660000065	-0.7314888010540183	4.595341682434082	98.04	948.6511	TSK-associating protein 1	0.9901724989657182
AT1G52420.1	Q9SSP6	1	canonical	19.0	75.63544030000034	-0.4267164179104475	9.971147727966308	100.0	208.7965	UDP-Glycosyltransferase superfamily protein	0.9963396189303358
AT1G52430.1	Q9SSP7	1	canonical	13.0	129.74872350000072	-0.3140845070422524	5.719844245910645	96.28	31.6884	Ubiquitin carboxyl-terminal hydrolase-related protein	0.868291377369692
AT1G52470.1	Q9SSQ1	1	canonical	6.0	26.210624000000024	-0.04	6.380370140075684	13.89	897.0828	alpha/beta-Hydrolases superfamily protein	0.8560791147078955
AT1G52500.2	FPG	1	canonical	26.0	43.19348910000005	-0.7817948717948718	8.86461238861084	99.82	53.2642	MUTM homolog-1	0.8994865183900663
AT1G52510.1	Q8VZ57	1	canonical	75.0	41.838754600000016	-0.3018421052631587	6.560663414001465	99.65	105.8399	alpha/beta-Hydrolases superfamily protein	0.920720590827846
AT1G52520.1	FRS6	1	canonical	19.0	81.60276500000036	-0.4728307254623034	6.679343223571778	99.96	54.7049	FAR1-related sequence 6	0.9953768567321258
AT1G52530.1	Q709F6	1	canonical	8.0	35.566557700000025	-0.1473354231974922	8.918507957458495	98.8	64.4589	Hus1-like protein	0.7564602353952393
AT1G52540.1	Q8LDB7	1	canonical	32.0	39.86785400000004	-0.3980000000000005	5.706373405456543	100.0	117.6441	Protein kinase superfamily protein	0.977950359831826
AT1G52560.1	HS26M	1	canonical	35.0	26.54463150000001	-0.8685344827586213	6.862819480895996	87.38	3737.2351	HSP20-like chaperones superfamily protein	0.7390801694179119
AT1G52570.1	PLDA2	1	canonical	172.0	91.59696970000066	-0.4080246913580244	5.820847129821778	99.56	162.8366	phospholipase D alpha 2	0.9927291017726602
AT1G52580.1	RBL5	1	canonical	3.0	34.554551100000026	0.2970873786407763	9.195141792297363	95.95	318.7638	RHOMBOID-like protein 5	0.9196713860793386
AT1G52590.1	Y1259	1	canonical	6.0	19.708438999999984	-0.1686046511627905	9.295454597473146	99.74	172.1463	Putative thiol-disulfide oxidoreductase DCC	0.881234189790632
AT1G52600.1	Q9SSR2	1	canonical	16.0	20.021320000000006	0.3144444444444446	6.588628196716309	99.98	212.0073	Peptidase S24/S26A/S26B/S26C family protein	0.9323959720363981
AT1G52620.1	PPR77	1	canonical	38.0	92.10259410000032	-0.0931623931623931	6.66888484954834	99.81	70.1868	Pentatricopeptide repeat (PPR) superfamily protein	0.9890402632735086
AT1G52630.1	OFT13	1	canonical	11.0	49.54669520000008	-0.0624145785876992	7.116207695007325	99.96	59.403	O-fucosyltransferase family protein	0.9686491535154166
AT1G52640.1	PPR78	1	canonical	17.0	60.419786900000105	-0.3108986615678776	7.883854866027832	99.12	18.7111	Pentatricopeptide repeat (PPR) superfamily protein	0.7316510824111898
AT1G52670.1	Q8VZ68	1	canonical	127.0	29.573451799999997	-0.2208029197080292	8.591911125183106	99.98	418.0733	Single hybrid motif superfamily protein	0.9773021305280422
AT1G52680.1	Q9SSS0	1	canonical	63.0	12.000914299999986	-0.8447368421052635	7.064541053771973	22.58	1112.4562	late embryogenesis abundant protein-related / LEA protein-like protein	0.6088959074358309
AT1G52690.1	LEA7	1	canonical	67.0	18.100464200000008	-1.3165680473372774	6.983261299133301	83.1	9965.4835	Late embryogenesis abundant protein (LEA) family protein	0.750765671591414
AT1G52695.1	Q8GY12	1	canonical	7.0	25.32854800000001	-0.0125541125541125	6.885611915588379	5.53	36.2626	alpha/beta-Hydrolases superfamily protein	0.14583668365297403
AT1G52700.2	A0A1P8AQT5	1	canonical	2.0	27.4747616	-0.1384313725490195	6.543213844299316	97.3	124.9254	alpha/beta-Hydrolases superfamily protein	0.7979867958288743
AT1G52730.1	Q9SSS7	1	canonical	51.0	37.75378670000001	-0.4539358600583091	5.870979118347167	100.0	160.8975	Transducin/WD40 repeat-like superfamily protein	0.9775708831395366
